name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost for two,Cost For Person
sarjapur social,Yes,No,4.6  out of 5,1324,+91 9152017988,Sarjapur Road,"Bar, Casual Dining","Cocktails, Mocktails, Momos, Chilli Chicken, Crispy Corn, Nachos, Mojito","American, North Indian, Chinese, Finger Food",1500,750.0
opus club,No,Yes,4.4  out of 5,1558,"+91 8046444777
+91 7349734900",Sarjapur Road,Pub,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","Continental, Italian, North Indian, Mexican",1900,950.0
rural blues,Yes,Yes,4.3  out of 5,1499,080 49653205,Sarjapur Road,"Casual Dining, Bar","Quinoa Salad, Murgh Ghee Roast, Butter Chicken, Cocktails, Pizza, Mocktails, Nachos","European, Mediterranean, Asian, North Indian, South Indian, Momos",1300,650.0
opus food stories,No,Yes,4.5  out of 5,200,"+91 7349734900
00 08046444777",Sarjapur Road,"Bar, Casual Dining","Cocktails, Chicken Tikka, Sunday Brunch, Rasmalai, Lunch Buffet, Ravioli, Mocktails","Goan, Asian, North Indian, European, Continental",1800,900.0
tapout tavern,Yes,Yes,4.1  out of 5,332,"+91 8043703344
+91 9611157878",Sarjapur Road,"Casual Dining, Pub","Cocktails, Noodles, Chips, Shephards Pie, Lamb, Pizza, Beer","American, Asian, Continental, North Indian, South Indian, Chinese",1200,600.0
amruth parkland,No,No,3.5  out of 5,54,"080 27822292
+91 9886722299",Sarjapur Road,"Bar, Casual Dining",Dal Palak,"North Indian, Chinese",900,450.0
the irish house,Yes,No,4.2  out of 5,858,"080 46834400
+91 9513347299",Bellandur,"Casual Dining, Pub","Beer, Meatballs, Cocktails, Chicken Tenders, Burgers, Mini Tacos, Sweet Corn Pizza","European, American",1700,850.0
chili's american grill & bar,Yes,Yes,4.6  out of 5,1534,"+91 8618260391
+91 9077289939",Bellandur,"Casual Dining, Bar","Pork Ribs, Chicken Soup, Veg Fajitas, Cocktails, Burgers, Tacos, Pasta","American, Tex-Mex, Burger, BBQ",1800,900.0
tipsy bull - the bar exchange,Yes,Yes,4.4  out of 5,2232,080 49653133,Bellandur,"Bar, Casual Dining","Falafel, Cocktails, Mocktails, Sea Food, Spring Roll, Mutton Pepper Fry, Pasta","North Indian, Chinese, Continental, Mexican",1400,700.0
sharaab factory,Yes,Yes,3.9  out of 5,406,"+91 9901755559
+91 8951444448",Bellandur,Bar,"Chicken Curry, Chicken Tikka, Mocktails, Cocktails, Long Island Iced Tea, Draught Beer","Biryani, North Indian",1500,750.0
punjabi times,Yes,Yes,4.1  out of 5,1696,080 49653379,Bellandur,"Casual Dining, Bar","Papdi Chaat, Thandai, Chole Bhature, Lassi, Paan Ice Cream, Mutton Curry, Paneer Tikka",North Indian,1100,550.0
therpup - a dog cafe,No,No,4.2  out of 5,1012,+91 9742050009,Whitefield,Cafe,"Sandwiches, Pizza, Fries, Veg Burger, Sandwich, Nachos, Chicken Burger",Cafe,700,350.0
bloomsbury's global kitchen & bakehouse,Yes,Yes,4.5  out of 5,755,"080 46411455
080 46411466",Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Veg Burger, Chocolate Cake","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900,450.0
cafesta,Yes,No,4.3  out of 5,590,+91 8448630631,Whitefield,Cafe,"Burgers, Waffles, Chocolava, Coffee, Pasta, Chocolate Cake, Brownie","Cafe, Italian, Fast Food, Desserts",550,275.0
glen's bakehouse,Yes,Yes,4.2  out of 5,815,080 48524900,Whitefield,"Bakery, Cafe","Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts",600,300.0
enchanted garden,Yes,Yes,4.3  out of 5,473,080 49653145,Whitefield,"Casual Dining, Cafe","Mocktails, Burgers, Pavbhaji Pizza, Paneer Tikka, Sandwiches, Pasta, Salad","North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400,700.0
stoner,Yes,No,4.3  out of 5,549,080 49652126,Whitefield,"Dessert Parlor, Cafe","Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,250.0
beyond elements,Yes,Yes,4.1  out of 5,868,080 48500777,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",900,450.0
orzuv,Yes,Yes,3.7  out of 5,837,"+91 7780838093
+91 9663542684",Whitefield,"Casual Dining, Cafe","Saffron Kahwa, Phirni, Mutton Kanti, Tea, Tabakh Maaz, Mutton Roganjosh, Meat Balls","Kashmiri, Cafe",1100,550.0
smoor,Yes,No,4.4  out of 5,390,"080 67266138
080 49626138",Whitefield,"Dessert Parlor, Cafe","Cheesecake, Chocolate Sundae, Gooey Chocolate Cake, Cup Cake, Coffee, Rainbow Cake, Hot Chocolate","Desserts, Cafe, Continental",700,350.0
cafe palmyra,No,Yes,4.2  out of 5,519,"080 30514600
080 46444625",Whitefield,"Casual Dining, Cafe","Club Sandwich, Pork Chops, Sunday Brunch, Burgers, Fish Fingers, Pizza, Chicken Tikka","Chinese, North Indian, Continental, Cafe",2000,1000.0
onesta,Yes,Yes,4.4  out of 5,2110,080 67424990,Whitefield,"Casual Dining, Cafe","Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu","Pizza, Cafe, Italian",600,300.0
the chocolate heaven,Yes,No,3.1  out of 5,186,080 28029534,Whitefield,"Dessert Parlor, Quick Bites","Waffles, Coffee, Pizza, Burgers, Hot Chocolate, Brownie, Fries","Desserts, Cafe",600,300.0
barley & grapes cafe,No,No,4.2  out of 5,842,080 67266599,Whitefield,Cafe,"Beer, Burgers, Pizza, Pasta, Mocktails, Salads, Sangria","Cafe, Italian, Continental",1000,500.0
boondock bistro,Yes,Yes,3.9  out of 5,1649,080 49653464,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Pasta, Salad, Chicken Wings, Apple Pie, Fries","Steak, Continental, American, Italian, Salad, Cafe",900,450.0
oregano soul food,Yes,No,4.0  out of 5,158,080 49653362,Whitefield,Cafe,"Nachos, Sandwich, Coffee, White Sauce Pasta, Chicken Club Sandwiches, Pizza, Garlic Bread",Cafe,700,350.0
kalmane koffees,No,No,3.9  out of 5,104,080 67266077,Whitefield,Cafe,"Filter Coffee, Blueberry Muffin, Hot Coffee, Brownie, Cappuccino",Cafe,350,175.0
chef baker's,Yes,No,3.8  out of 5,124,"+91 7406066613
+91 8880404444",Whitefield,"Bakery, Cafe","Pasta, Sandwiches, Veg Burger, Tea, Coffee, Club Sandwich, French Fries","Bakery, Desserts, Cafe, Italian, Pizza",400,200.0
cafe coffee day,Yes,No,3.6  out of 5,45,+91 9071718669,Whitefield,Cafe,"Sandwiches, Brownie",Cafe,650,325.0
whitefield baking company - bengaluru marriott hotel...,No,No,3.9  out of 5,58,080 49435000,Whitefield,"Bakery, Cafe","Coffee, Opera Pastry, Masala Tea","Bakery, Cafe",400,200.0
biggies burger 'n' more,Yes,No,3.7  out of 5,106,+91 9945016825,Whitefield,"Quick Bites, Cafe","Burgers, Hot Dog, Mushroom Burger, Mojito, Chicken Bbq Burger, French Fries, Grilled Burger","Cafe, Burger, Fast Food",400,200.0
spice boulevard,No,No,3.9  out of 5,89,"+91 7619180369
+91 7349298056",Whitefield,Cafe,"Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine","Cafe, Continental, Chinese",700,350.0
cafe thulp,Yes,No,3.6  out of 5,57,"+91 8892894103
+91 7204273213","ITPL Main Road, Whitefield",Cafe,"Burgers, Pasta Alfredo, Pulled Pork Burger, Pizza","Cafe, Burger, Italian, Salad",1000,500.0
potful,Yes,No,NEW,0,080 71967788,Whitefield,Delivery,"Hyderabadi Biryani, Rumali Roti, Raita","Biryani, Kebab, Rolls, Mughlai",650,325.0
shanmukha,Yes,No,3.9  out of 5,770,"+91 8028452727
+91 8639938223",Whitefield,Casual Dining,"Noodles, Chicken Dum Biryani, Boneless Biryani, Vegetable Biryani, Lassi, Dal Tadka, Tandoori Chicken","Biryani, Andhra, North Indian, Chinese",800,400.0
easy bites,Yes,No,4.0  out of 5,59,080 43334321,"Varthur Main Road, Whitefield","Takeaway, Delivery","French Fries, Shawarma, Chicken Popcorn","Fast Food, Sandwich",300,150.0
the paratha company,Yes,No,4.2  out of 5,405,+91 7619605612,Whitefield,Delivery,"Kheer, Dhaniya Chutney, Paneer Parantha, Sattu Paratha, Aloo Paratha, Liti Chokha, Salad",North Indian,400,200.0
orbis restaurant,Yes,Yes,3.9  out of 5,1140,080 49653347,Whitefield,Casual Dining,"Chicken Biryani, Burgers, Halwa, Malabari Biryani, Noodles, Shawarma Roll, Barbeque Chicken","Arabian, North Indian, Chinese, Salad, Beverages",750,375.0
burger king,Yes,No,4.0  out of 5,1972,+91 7977043789,Whitefield,Quick Bites,"Burgers, Tandoor Chicken Burger, Mutton Whopper, Mutton Burger, Cheesy Fries, Chicken Whopper, Chicken Crisp Burger","Burger, Fast Food, Beverages",600,300.0
fish chain,Yes,No,3.7  out of 5,89,+91 7676564444,"Varthur Main Road, Whitefield","Takeaway, Delivery","Sea Food, Biryani","Seafood, BBQ, Biryani",250,125.0
empire restaurant,Yes,No,3.5  out of 5,181,"080 43334321
+91 9916767287","Varthur Main Road, Whitefield","Takeaway, Delivery","Roti, Paratha, Tandoori Chicken, Egg Noodles","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,200.0
imperio restaurant,Yes,Yes,4.3  out of 5,2003,"+91 8050515151
080 61525151",Whitefield,Casual Dining,"Faluda, Aloo Paratha, Butter Chicken, Biryani, Chicken Shawarama, Pepper Chicken, Tandoori Roti","North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700,350.0
kitchens@mahadevpura,Yes,No,3.9  out of 5,125,080 43334333,Whitefield,Delivery,Prompt Service,"Italian, North Indian, South Indian, Chinese",600,300.0
maa bhook lagi,Yes,No,3.9  out of 5,911,+91 7411474341,Whitefield,Delivery,"Kheer, Raita, Custard, Rajma Chawal, Gulab Jamun, Aloo Paratha, Chole",North Indian,400,200.0
kitchens@whitefield,Yes,No,3.7  out of 5,296,080 43334333,"Varthur Main Road, Whitefield","Takeaway, Delivery",Friendly Staff,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,200.0
refresh,Yes,No,3.6  out of 5,298,"080 28456455
+91 9686462426",Whitefield,Quick Bites,"Poha, Vada Pav, Tea, Sandwiches, Chicken Sandwich, French Omelette, French Fries","Continental, Chinese, Fast Food, Rolls, Momos",400,200.0
chatpatlal sweets & snacks,Yes,No,4.1  out of 5,342,"+91 8043020071
+91 9052503366",Marathahalli,"Quick Bites, Sweet Shop","Chaat, Ginger Tea, Club Kachori, Samosa, Aloo Paratha, Dhokla, Thali","Street Food, Mithai, North Indian, Beverages, Desserts",200,100.0
friend's own,Yes,No,3.2  out of 5,55,"+91 9740045616
+91 9739136018",Whitefield,Quick Bites,"Noodles, Chilli Chicken","North Indian, Bengali, Chinese",300,150.0
foodies delight,Yes,No,3.8  out of 5,184,"+91 9916175915
+91 7349521898",Whitefield,Quick Bites,"Sandwich, Poha, Gujarati Food, Dabeli, Pav Bhaji, Tea, Thali","North Indian, Fast Food, Beverages",400,200.0
chaat street,Yes,No,4.1  out of 5,222,"+91 9903787986
+91 9741119150","Varthur Main Road, Whitefield",Kiosk,"Pav Bhaji, Vada Pav, Panipuri, Tea, Samosa Chaat, Bhel Puri, Jalebi","Street Food, North Indian",250,125.0
warm oven,Yes,No,4.0  out of 5,184,"00 888023323
+91 8197170008",Whitefield,Bakery,"Ferrero Rocher Cake, Chocolate Cake","Bakery, Desserts",500,250.0
juice berg,Yes,No,4.0  out of 5,181,"00 888023323
+91 8197170008",Whitefield,Bakery,Chocolate Cake,"Bakery, Desserts",500,250.0
coastal hub,Yes,Yes,4.0  out of 5,364,"+91 9731329712
+91 9902604235",Whitefield,Casual Dining,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry","Kerala, Seafood, Chinese",700,350.0
box8- desi meals,Yes,No,4.2  out of 5,79,022 33552698,Whitefield,"Takeaway, Delivery","Paratha, Chicken Tikka Biryani, Basmati Rice, Rajma, Dal Makhani","North Indian, Mughlai, Fast Food",500,250.0
corner house ice cream,Yes,No,4.5  out of 5,187,+91 7624955950,Whitefield,Food Court,"Hot Chocolate Fudge, Fudge Cake, Apple Pie, Thick Shakes","Ice Cream, Desserts",400,200.0
sri sai palace,Yes,Yes,3.8  out of 5,88,080 49653279,Whitefield,Quick Bites,"Masala Dosa, Roti, Curd Rice","South Indian, North Indian, Chinese, Fast Food",300,150.0
onesta,Yes,Yes,4.4  out of 5,2110,080 67424990,Whitefield,"Casual Dining, Cafe","Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu","Pizza, Cafe, Italian",600,300.0
rivayat,Yes,Yes,3.9  out of 5,487,080 49652732,Whitefield,Casual Dining,"Naan, Tandoori Roti, Chicken Biryani, Dal Makhani, Shahi Paneer, Dum Biryani, Paneer Tikka","North Indian, Mughlai",800,400.0
rolls mania,Yes,No,3.8  out of 5,120,"080 28026700
+91 8095750008",Whitefield,Quick Bites,Rolls,"Rolls, Fast Food",450,225.0
paradise,Yes,Yes,4.0  out of 5,1688,"+91 9513477576
+91 9886225506",Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Mutton Seekh Kebab, Vegetable Biryani, Hyderabadi Dum Biryani, Chicken Tenders, Egg Biryani","Biryani, North Indian, Kebab",800,400.0
food mood,Yes,No,3.7  out of 5,53,+91 8904770851,Whitefield,Quick Bites,Liti Chokha,"North Indian, Chinese",350,175.0
kfc,Yes,No,3.5  out of 5,325,080 33994444,Whitefield,Quick Bites,"Burgers, Popcorn Chicken, Hot Wings, Virgin Mojito, Rice Bowl","Burger, Fast Food",450,225.0
moriz restaurant,Yes,No,2.8  out of 5,1884,"080 41614242
080 41614243",Brookefield,Casual Dining,"Al Faham Chicken, Kalmi Kebab, Bbq Chicken, Chicken Tikka, Shawarma, Malabari Biryani, Chicken Wrap","Arabian, North Indian, Biryani, Chinese, Seafood",750,375.0
abhiruchi restaurant,Yes,No,3.7  out of 5,173,080 45128665,Whitefield,Quick Bites,Chicken Biryani,"Biryani, Andhra, North Indian, Chinese",550,275.0
five star chicken,Yes,No,3.8  out of 5,195,"+91 7411949412
+91 7411902019",Brookefield,Quick Bites,"Burgers, Masala Fries, Wings",Fast Food,200,100.0
amanthrana gardenia,Yes,No,3.9  out of 5,117,080 49653148,Brookefield,Casual Dining,"Neer Dosa, Biryani, Chicken Curry, Murgh Ghee Roast, Manchow Soup, Chicken Sukha","North Indian, Andhra, BBQ, Seafood, Chinese",800,400.0
taco bell,Yes,No,4.0  out of 5,783,"+91 8448797300
+91 9845366789",Brookefield,Quick Bites,"Tacos, Nachos, Burrito, Rice Bowl, Pizza, Fiesta Potatoes, Chicken Burritos","Mexican, American, Fast Food",600,300.0
pizza hut,Yes,No,3.7  out of 5,492,080 30246398,"ITPL Main Road, Whitefield",Quick Bites,"Pane Pizza, Garlic Bread, Thin Crust Pizza, Paneer Pizza, Pepperoni, Pasta","Pizza, Fast Food",750,375.0
punjabi tasty khana,Yes,No,3.1  out of 5,160,"+91 9743397692
+91 8497060061",Brookefield,Quick Bites,"Panneer Butter Masala, Paratha, Vegetable Biryani","North Indian, Chinese, Biryani",450,225.0
roti ghar ki,Yes,No,4.0  out of 5,132,"+91 6363181814
+91 8317471518",Whitefield,Quick Bites,"Chole, Paratha, Rajma, Dal Makhani","North Indian, Chinese, Biryani",400,200.0
kerala tiffin,Yes,No,3.9  out of 5,167,+91 7907943091,Whitefield,Delivery,Appam,Kerala,300,150.0
faasos,Yes,No,4.0  out of 5,206,+91 7700020020,Whitefield,Quick Bites,"Cheesy Chicken Wrap, Veggie Wrap, Chicken Rice Feast, Chicken Biryani, Paratha, Paneer Wrap, Rolls","North Indian, Biryani, Fast Food",500,250.0
delhi kitchen,Yes,No,2.9  out of 5,145,+91 8970559464,"ITPL Main Road, Whitefield","Takeaway, Delivery",Paratha,North Indian,400,200.0
ovenstory pizza,Yes,No,4.0  out of 5,68,+91 7738383000,Whitefield,Delivery,"Pizza, Bruschettas",Pizza,800,400.0
behrouz biryani,Yes,No,4.0  out of 5,183,091 7700050050,Whitefield,Delivery,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",Biryani,650,325.0
galito's,Yes,Yes,4.6  out of 5,595,"080 46411411
080 46411422",Whitefield,Casual Dining,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Chicken Wings, Peri Fries, Mocktails","African, Burger, Desserts, Beverages, Fast Food",1000,500.0
mojo pizza - 2x toppings,Yes,No,4.2  out of 5,166,080 33552698,Whitefield,"Takeaway, Delivery","Garlic Bread, Pepperoni, Chicken Wings, Chicken Pizza, Veggie Pizza, House Pizza",Pizza,600,300.0
imperia restaurant,Yes,No,2.5  out of 5,129,"+91 9986380325
+91 8880004241",Whitefield,Casual Dining,"Chicken Grill, Biryani","North Indian, Chinese, Arabian, Biryani, Fast Food",500,250.0
not just waffles,Yes,No,4.2  out of 5,125,080 49652984,Brookefield,Dessert Parlor,"Waffles, Chocolate Bomb, Brownie Delight","Desserts, Ice Cream",400,200.0
cakesta,Yes,No,4.1  out of 5,126,+91 7815070674,"ITPL Main Road, Whitefield",Bakery,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry","Bakery, Desserts",500,250.0
thalassery restaurant,Yes,No,2.9  out of 5,550,+91 8884622111,Whitefield,Casual Dining,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry","Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500,250.0
litti house,Yes,No,3.9  out of 5,200,+91 9035531777,Brookefield,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani",300,150.0
ginger & garlic,Yes,No,3.6  out of 5,92,"080 41523333
+91 9620960012",Brookefield,Quick Bites,"Biryani, Chicken Curry","South Indian, North Indian, Chinese",350,175.0
firangi bake,Yes,No,4.1  out of 5,82,+91 7710090007,Whitefield,Delivery,"Biryani, Meatballs","Mexican, Italian",600,300.0
dunkin' donuts,Yes,No,4.0  out of 5,186,080 41155540,Brookefield,"Quick Bites, Dessert Parlor","Donut, Burgers, Eclair, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550,275.0
dehati murgee,Yes,No,4.0  out of 5,155,+91 9905078910,Whitefield,Quick Bites,"Laccha Paratha, Murgh Lababdar, Biryani, Mutton Bhuna Gosht, Litti, Bhuna Chicken","North Indian, Mughlai",600,300.0
ji hazoor,Yes,Yes,4.0  out of 5,2852,080 49652519,Whitefield,"Casual Dining, Bar","Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad","Mughlai, North Indian, Biryani, Afghan",1100,550.0
bloomsbury's global kitchen & bakehouse,Yes,Yes,4.5  out of 5,755,"080 46411455
080 46411466",Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Veg Burger, Chocolate Cake","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900,450.0
chandrika tiffins,Yes,No,4.0  out of 5,87,080 49653003,Whitefield,"Takeaway, Delivery","Paratha, Dabeli","North Indian, Street Food",300,150.0
new udupi delicacy,Yes,No,3.9  out of 5,91,"+91 8951429531
+91 9986334147",Whitefield,Quick Bites,"Filter Coffee, Plain Dosa","South Indian, North Indian, Chinese",250,125.0
u.p. dhaba,Yes,No,2.8  out of 5,514,+91 9632703984,Whitefield,Quick Bites,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature","North Indian, Chinese",350,175.0
tastybites.com,Yes,No,3.7  out of 5,82,+91 6361088707,Brookefield,Quick Bites,"Sandwiches, Chaat, Panipuri, Sandwich","Fast Food, Sandwich, South Indian",150,75.0
simhapuri kitchen,Yes,Yes,3.9  out of 5,513,+91 9535419649,Brookefield,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken","Andhra, Biryani, Chinese, South Indian",800,400.0
real fresh dosa corner,No,No,4.2  out of 5,267,+91 9008930150,Brookefield,Quick Bites,"Plain Dosa, Palak Dosa, Mushroom Dosa",South Indian,200,100.0
cold stone creamery,Yes,No,4.3  out of 5,512,080 46411444,Whitefield,Dessert Parlor,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee","Ice Cream, Desserts",400,200.0
lenny's- burgers and more,Yes,No,3.9  out of 5,38,"+91 8095588846
+91 8095599946",Whitefield,Quick Bites,"Burgers, Club Chicken Sandwich, Fries, Lamb Burger, Cheese Sandwich, Chicken Bbq Burger","Fast Food, Burger, Beverages, Rolls, Sandwich",400,200.0
arogya thaana,Yes,No,3.8  out of 5,72,+91 8861088501,Whitefield,Beverage Shop,"Sandwiches, Oreo Shake, Burgers","Beverages, Sandwich",200,100.0
mani's dum biryani,Yes,No,4.0  out of 5,438,"080 43006111
+91 9606441696",Whitefield,Casual Dining,"Raita, Kebab Biryani, Dum Biryani, Chicken Kebab, Fish Biryani, Paneer Biryani, Mutton Biryani","Biryani, Andhra",750,375.0
biryani kitchen,Yes,No,4.3  out of 5,634,080 28029555,Whitefield,Food Court,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",Biryani,450,225.0
goli vada pav no. 1,Yes,No,3.7  out of 5,188,"+91 9571153004
080 41717785",Brookefield,Quick Bites,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",Street Food,200,100.0
boondock bistro,Yes,Yes,3.9  out of 5,1636,080 49653464,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta","Steak, Continental, American, Italian, Salad, Cafe",900,450.0
andhra kafe,Yes,No,3.8  out of 5,247,"080 28410111
080 28410222",Whitefield,Casual Dining,"Biryani, Thali, Lemon Tea, Lassi, Coffee, Masala Paneer, Roti","Andhra, South Indian, North Indian, Biryani",550,275.0
subway,Yes,No,3.4  out of 5,141,080 65354546,"ITPL Main Road, Whitefield","Quick Bites, Food Court","Sandwich, Sandwiches, Salad, Salads, Chicken Teriyaki Sub","Healthy Food, Sandwich, Salad",500,250.0
desi khana,Yes,No,3.4  out of 5,243,+91 9886061245,"Varthur Main Road, Whitefield",Quick Bites,"Rajma, Dal Makhani, Paneer Thali",North Indian,300,150.0
mcdonald's,Yes,No,3.0  out of 5,404,+91 8928210111,Brookefield,Quick Bites,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee","Burger, Fast Food",500,250.0
chai point,Yes,No,3.9  out of 5,131,+91 8880141000,Brookefield,"Beverage Shop, Quick Bites","Poha, Samosa, Ginger Chai, Ginger Tea, Banana Cake, Cake Rusk, Coffee","Fast Food, Beverages",250,125.0
glen's bakehouse,Yes,Yes,4.2  out of 5,815,080 48524900,Whitefield,"Bakery, Cafe","Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts",600,300.0
daily sushi,Yes,No,3.8  out of 5,63,+91 7899946331,Whitefield,Casual Dining,"Ramen, Noodles, Salmon Sushi","Korean, Sushi",900,450.0
brooks 37,Yes,Yes,4.1  out of 5,276,080 49652463,Brookefield,"Casual Dining, Bar","Pizza, Fish, Galauti Kebab, Jalapeno Cheeseballs, Lamb, Long Island Iced Tea, Cocktails","North Indian, Continental, Asian, Pizza",1000,500.0
red rhino,Yes,Yes,4.4  out of 5,1980,080 49652108,Whitefield,"Microbrewery, Pub","Beer, Margarita, Long Island Iced Tea, Cocktails, Pizza, Churros, Mocktails","Continental, Mediterranean, South Indian, North Indian, Asian",1700,850.0
one for the road,Yes,Yes,4.1  out of 5,137,080 49652780,Whitefield,Bar,"Cocktails, Pasta, Fish","Continental, North Indian, Finger Food",1200,600.0
punjab grill,Yes,No,4.8  out of 5,650,"+91 8448581880
+91 8448581881",Whitefield,Casual Dining,"Kulfi, Lunch Buffet, Murgh Lababdar, Kadhai Paneer, Dahi Kebab, Lassi, Butter Chicken",North Indian,2000,1000.0
khan saheb grills and rolls,Yes,No,3.8  out of 5,305,+91 8880121121,Whitefield,Quick Bites,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti","Fast Food, Rolls",400,200.0
nu.tree,Yes,No,4.3  out of 5,185,00 08310393035,Whitefield,"Quick Bites, Beverage Shop","Healthy Breakfast, Kadhi, Sprout Salad, Rajma Chawal, Salads, Onion Paratha, Dal Makhani","North Indian, Healthy Food, Beverages",400,200.0
wow! momo,Yes,No,2.9  out of 5,46,"+91 8884429825
+91 8884429822",Whitefield,"Food Court, Quick Bites","Chocolate Momos, Fried Momo","Tibetan, Momos",400,200.0
chili's american grill & bar,Yes,No,4.6  out of 5,4955,"+91 9741189934
+91 9331635306",Whitefield,Casual Dining,"Tex Mex, Burgers, Chaap, Cocktails, Chaat, Mushroom Soup, Pork Ribs","American, Tex-Mex, Burger, BBQ, Mexican",1400,700.0
chef baker's,Yes,No,4.0  out of 5,544,"+91 7406066610
+91 7406066612",Brookefield,Bakery,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",Bakery,450,225.0
krispy kreme,Yes,No,4.0  out of 5,130,"080 67266538
+91 8067266538",Whitefield,Dessert Parlor,"Donut, Filter Coffee, Chocolate Doughnut, Custard","Desserts, Beverages",300,150.0
hyderabad biryani,Yes,No,3.2  out of 5,145,"+91 9900374000
+91 9900376000",Whitefield,Casual Dining,"Hyderabadi Biryani, Mutton Biryani","North Indian, Chinese, Biryani",600,300.0
techies kitchen,Yes,No,3.5  out of 5,197,+91 9880329528,"ITPL Main Road, Whitefield",Delivery,"Chicken Biryani, Aloo Paratha","Biryani, North Indian",400,200.0
mugs n burgers,Yes,Yes,4.0  out of 5,139,"080 43761188
+91 7348855333",Brookefield,Cafe,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Coffee","Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",600,300.0
stoner,Yes,No,4.3  out of 5,549,080 49652126,Whitefield,"Dessert Parlor, Cafe","Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,250.0
cafe coffee day,Yes,No,3.6  out of 5,45,+91 9071718669,Whitefield,Cafe,"Sandwiches, Brownie",Cafe,650,325.0
the early bell,Yes,No,3.9  out of 5,197,"+91 9640890447
+91 8884644321",Whitefield,Quick Bites,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti","North Indian, Chinese",300,150.0
healthie,Yes,No,3.9  out of 5,121,"+91 9945737438
+91 9739709355",Whitefield,Delivery,"Sandwiches, Rice Bowl, Chicken Grill","Healthy Food, Beverages",600,300.0
